Employee_ID,Age,Gender,Department,Job_Role,Education_Level,Years_at_Company,Monthly_Income,Performance_Rating,Recruitment_Source,Training_Hours_Last_Year,Job_Satisfaction,Work_Life_Balance,Overtime,Attrition
304,51,Female,Customer Support,Lead,Bachelor's,0.4,90804,3,Consultant,88,2,4,Yes,Yes
305,23,Male,HR,Executive,PhD,0.4,57421,3,Campus,106,3,3,No,Yes
306,44,Female,Operations,Associate,PhD,15.8,68156,2,Campus,74,4,4,No,No
307,52,Other,Customer Support,Senior Associate,Master's,2.5,100280,4,Campus,82,5,1,Yes,No
308,42,Male,Operations,Manager,High School,6.8,162733,5,Job Portal,29,2,4,Yes,No
309,43,Male,Marketing,Analyst,Master's,0.2,50655,3,LinkedIn,30,3,5,Yes,Yes
310,22,Male,HR,Senior Associate,Bachelor's,0.2,48297,4,Campus,2,3,4,Yes,No
311,47,Male,Finance,Lead,High School,1.1,187463,3,Campus,63,1,2,No,No
312,22,Male,Finance,Senior Associate,PhD,1.2,166700,4,Job Portal,10,5,5,No,No
313,46,Male,Sales,Manager,High School,0.2,82099,4,Referral,90,5,4,No,No
314,37,Female,IT,Associate,Master's,2.4,64105,3,Job Portal,9,2,4,No,Yes
315,53,Male,Marketing,Executive,High School,1.8,198131,2,Campus,11,2,5,Yes,Yes
316,29,Male,Sales,Manager,Master's,6.7,110895,3,Job Portal,113,4,4,Yes,No
317,59,Female,Operations,Manager,PhD,3.5,169896,3,Campus,41,2,1,No,No
318,49,Male,Finance,Analyst,PhD,4.7,50778,4,Consultant,96,4,1,No,No
319,46,Male,Sales,Analyst,Master's,1,193462,4,Campus,34,3,1,No,No
320,55,Female,Operations,Senior Associate,PhD,0.6,186090,3,Consultant,6,5,2,No,No
321,45,Male,Finance,Manager,Bachelor's,4.1,57164,3,Referral,100,3,1,No,Yes
322,44,Female,Finance,Executive,Bachelor's,3.2,95426,5,Campus,41,2,2,No,No
323,33,Male,HR,Senior Associate,Bachelor's,4.8,138716,4,Consultant,63,2,5,No,No
324,27,Female,Sales,Executive,High School,3.6,165289,3,LinkedIn,67,4,3,No,No
325,56,Female,Finance,Senior Associate,PhD,4,125290,3,Campus,34,1,3,Yes,Yes
326,40,Male,Marketing,Lead,Bachelor's,2.6,102781,3,Campus,32,4,4,Yes,No
327,21,Male,Finance,Lead,Master's,9.6,193773,4,Job Portal,22,1,5,Yes,No
328,28,Male,Customer Support,Analyst,PhD,2.1,178951,2,Referral,75,2,5,Yes,No
329,36,Female,Customer Support,Manager,Master's,0,81495,3,Referral,91,2,2,No,No
330,34,Female,Customer Support,Executive,Bachelor's,15.3,118148,2,Campus,15,2,3,Yes,Yes
331,32,Male,HR,Executive,PhD,1.3,168099,5,Consultant,84,4,3,No,No
332,43,Female,Sales,Analyst,Bachelor's,9.7,100295,2,Referral,117,2,1,Yes,No
333,35,Female,Finance,Analyst,Bachelor's,0.3,82373,2,Referral,107,4,5,No,No
334,48,Other,IT,Analyst,High School,3.9,66996,2,Campus,27,2,2,No,No
335,54,Male,IT,Associate,Bachelor's,5.6,57278,4,Campus,41,2,1,No,No
336,22,Female,Finance,Lead,High School,0.9,130236,4,Referral,112,2,4,No,No
337,52,Male,Sales,Lead,Bachelor's,13,112472,4,LinkedIn,44,2,1,Yes,No
338,43,Female,Operations,Lead,High School,1.1,196382,3,Consultant,108,4,3,No,No
339,42,Male,HR,Manager,Master's,5,27881,3,Referral,83,4,4,No,No
340,45,Male,Marketing,Executive,High School,1.3,199177,1,Consultant,31,4,5,Yes,No
341,42,Female,Operations,Manager,PhD,1.5,138390,5,LinkedIn,16,1,3,Yes,No
342,42,Female,Sales,Executive,Bachelor's,1.2,199240,4,Referral,9,4,3,No,No
343,26,Male,Customer Support,Manager,Bachelor's,0.9,166663,3,Campus,110,2,5,Yes,No
344,35,Female,HR,Senior Associate,High School,3.1,107642,4,Referral,119,5,1,No,No
345,57,Male,Customer Support,Analyst,Master's,1.5,62779,3,Campus,91,5,5,Yes,No
346,53,Male,Finance,Lead,Master's,3.4,82138,1,LinkedIn,31,4,2,No,No
347,28,Male,Marketing,Senior Associate,Master's,14.4,158212,4,Referral,8,4,3,No,No
348,25,Male,Sales,Senior Associate,Master's,2.6,143145,3,Campus,31,4,1,No,No
349,59,Female,Finance,Manager,High School,2,35688,3,LinkedIn,109,4,4,No,No
350,24,Male,Marketing,Senior Associate,Bachelor's,1.2,159169,5,Consultant,42,5,5,Yes,Yes
351,26,Male,Finance,Manager,Bachelor's,7.8,170444,2,Consultant,28,1,5,No,No
352,52,Female,IT,Executive,Master's,2.6,154275,4,Job Portal,19,3,2,No,No
353,50,Male,Operations,Senior Associate,Master's,3.5,187870,4,Campus,14,2,4,Yes,No
354,55,Female,IT,Associate,Master's,6.5,79063,3,Job Portal,74,3,1,No,No
355,36,Female,HR,Analyst,PhD,1.8,151133,3,LinkedIn,119,5,3,No,No
356,33,Male,Marketing,Senior Associate,Master's,2.9,164596,1,Job Portal,24,3,4,No,No
357,50,Male,IT,Senior Associate,Bachelor's,8.7,31256,2,Campus,98,4,1,No,No
358,39,Female,Customer Support,Executive,Bachelor's,2.6,171469,3,Campus,51,5,4,No,No
359,37,Female,Finance,Manager,Bachelor's,0.3,108692,4,LinkedIn,66,3,3,No,No
360,39,Female,HR,Manager,Bachelor's,1.9,102923,2,Job Portal,118,4,4,No,Yes
361,48,Female,IT,Manager,Master's,0.3,125413,3,Referral,46,1,2,Yes,No
362,46,Female,Customer Support,Manager,High School,6.5,194357,4,Consultant,65,3,3,No,No
363,57,Male,HR,Analyst,Master's,6.3,143209,4,LinkedIn,57,4,4,No,Yes
364,46,Female,Operations,Executive,PhD,3.6,42917,4,Campus,60,5,3,No,No
365,43,Male,Marketing,Analyst,High School,3.5,105348,2,Campus,38,5,4,No,No
366,29,Male,IT,Lead,Bachelor's,3.4,103929,3,Consultant,93,2,5,No,Yes
367,32,Male,IT,Manager,Master's,3.7,186305,2,Campus,25,3,2,No,No
368,21,Male,Sales,Manager,Master's,2.5,119880,4,Job Portal,44,2,4,Yes,No
369,21,Female,Customer Support,Manager,Bachelor's,2.2,129883,2,Campus,42,2,5,No,No
370,54,Male,Sales,Executive,PhD,1.1,195208,4,Consultant,56,4,5,No,Yes
371,52,Male,Marketing,Analyst,Bachelor's,1.4,157611,4,Consultant,117,1,5,Yes,No
372,45,Male,Customer Support,Executive,PhD,4.1,45949,2,LinkedIn,15,3,2,No,No
373,21,Male,Marketing,Manager,High School,1.4,134670,3,Consultant,111,5,1,No,No
374,36,Female,Operations,Analyst,Bachelor's,2.5,157375,3,LinkedIn,97,3,2,Yes,No
375,59,Female,Operations,Analyst,High School,0.1,188037,3,Consultant,19,3,3,Yes,No
376,25,Female,Customer Support,Manager,PhD,1.5,34758,2,Referral,54,5,5,No,No
377,42,Female,Sales,Executive,Bachelor's,1.5,174822,4,Job Portal,28,2,1,No,No
378,49,Female,IT,Analyst,High School,0.9,148116,5,LinkedIn,98,1,3,Yes,Yes
379,23,Male,Operations,Manager,Bachelor's,3.5,133989,5,Consultant,89,1,4,No,No
380,32,Female,HR,Analyst,Bachelor's,0.2,67631,4,Campus,84,5,4,No,No
381,46,Male,Customer Support,Lead,Bachelor's,1.5,46749,5,Campus,61,3,3,No,No
382,36,Female,Marketing,Lead,PhD,1.2,137425,5,Referral,31,1,3,No,No
383,57,Female,Sales,Manager,High School,4.7,172205,4,Consultant,11,2,2,No,No
384,42,Female,HR,Executive,PhD,4.4,164145,1,Campus,99,3,4,No,No
385,49,Male,Sales,Associate,Bachelor's,4.6,137859,1,Campus,21,2,1,No,No
386,34,Male,Finance,Lead,PhD,0.5,198473,4,Consultant,42,2,1,Yes,No
387,48,Female,IT,Associate,Master's,5.7,143404,3,Campus,27,2,1,No,No
388,25,Female,HR,Manager,Bachelor's,9.3,75197,3,Campus,95,4,5,No,No
389,50,Female,Sales,Executive,High School,4.3,119275,5,LinkedIn,87,1,5,No,Yes
390,25,Male,HR,Executive,High School,16.7,30406,4,Referral,93,3,3,Yes,No
391,32,Female,Operations,Associate,Bachelor's,1.9,111000,4,Referral,38,4,3,No,Yes
392,36,Female,Finance,Analyst,Master's,0.8,197569,5,Campus,8,5,1,Yes,No
393,46,Male,Customer Support,Executive,Master's,2.3,106032,4,Campus,69,1,2,Yes,Yes
394,46,Female,Finance,Associate,High School,4,122164,5,LinkedIn,63,4,1,Yes,No
395,41,Male,IT,Lead,Master's,0.8,36045,3,Campus,75,3,1,Yes,No
396,59,Female,Sales,Analyst,Bachelor's,3.8,86552,4,Referral,18,1,1,No,Yes
397,56,Male,Sales,Executive,Bachelor's,9,178719,3,LinkedIn,118,5,2,Yes,No
398,53,Female,Operations,Senior Associate,Master's,0.2,150854,3,LinkedIn,92,3,4,No,No
399,50,Male,Operations,Lead,Bachelor's,2.9,23180,2,LinkedIn,109,1,4,No,No
400,57,Male,Sales,Analyst,High School,5,199164,3,Job Portal,112,3,3,No,No
401,43,Female,Marketing,Associate,High School,4.5,79398,4,Campus,82,3,4,No,No
402,30,Female,Customer Support,Executive,Bachelor's,2.5,69127,2,Campus,51,1,5,Yes,No
403,25,Female,Customer Support,Lead,PhD,1.1,103104,3,Job Portal,14,4,4,Yes,No
404,56,Male,IT,Associate,PhD,3.2,103177,3,Job Portal,62,2,3,No,No
405,54,Female,Finance,Associate,High School,3.8,171265,4,Campus,84,1,2,No,No
406,51,Male,Customer Support,Senior Associate,Bachelor's,4.8,178251,3,Referral,65,4,2,No,No
407,30,Female,IT,Lead,PhD,2.4,184344,3,Job Portal,14,3,4,Yes,No
408,39,Male,Marketing,Senior Associate,Master's,2.3,82924,3,Referral,113,4,3,No,No
409,52,Male,Sales,Executive,Bachelor's,12.6,29184,5,Campus,75,5,5,No,No
410,21,Female,Finance,Analyst,Master's,1.2,132897,3,LinkedIn,52,5,2,Yes,Yes
411,25,Male,Sales,Associate,High School,1.7,132860,3,Consultant,54,5,4,No,No
412,24,Female,Marketing,Senior Associate,Master's,5.4,60564,2,Referral,99,1,5,Yes,No
413,36,Male,Marketing,Associate,Master's,2,148251,3,Campus,80,5,3,No,No
414,44,Female,Customer Support,Lead,High School,4.4,125951,2,Job Portal,19,1,5,No,Yes
415,36,Female,Sales,Associate,PhD,6.8,47514,5,Referral,77,4,5,No,No
416,22,Female,Sales,Senior Associate,Master's,0.3,164658,4,LinkedIn,65,2,5,No,No
417,48,Male,HR,Lead,PhD,13.2,147515,3,LinkedIn,93,4,3,Yes,No
418,52,Male,Finance,Manager,Bachelor's,9,158008,3,LinkedIn,117,2,5,Yes,No
419,47,Male,Finance,Senior Associate,PhD,6.8,97351,4,Referral,115,4,3,No,Yes
420,40,Female,IT,Senior Associate,Master's,1.6,60029,1,Campus,117,1,5,No,No
421,44,Female,Operations,Associate,PhD,12.3,110269,2,Consultant,118,4,3,No,Yes
422,32,Female,IT,Lead,High School,5.3,171359,4,Campus,10,1,3,Yes,Yes
423,55,Female,Operations,Analyst,Bachelor's,0.9,175318,3,LinkedIn,24,4,3,No,No
424,53,Male,Marketing,Associate,Master's,2.8,34841,2,Job Portal,106,3,5,Yes,No
425,53,Male,Operations,Associate,PhD,1.5,89483,4,Job Portal,106,3,3,Yes,Yes
426,57,Male,Finance,Senior Associate,Bachelor's,3.6,181127,2,LinkedIn,81,1,2,No,No
427,32,Female,Marketing,Associate,PhD,1,110483,3,Campus,84,3,3,No,No
428,23,Male,Sales,Associate,Bachelor's,9,88269,2,Job Portal,11,5,1,No,No
429,21,Female,Finance,Analyst,High School,6.8,158739,4,Consultant,49,2,3,No,No
430,53,Male,Customer Support,Manager,PhD,1,107339,4,Campus,92,4,1,Yes,No
431,30,Male,Marketing,Manager,Master's,0.1,94224,1,Referral,71,5,4,Yes,No
432,49,Female,Customer Support,Manager,Bachelor's,3.1,87194,2,Job Portal,20,4,5,Yes,No
433,33,Male,HR,Manager,Bachelor's,3.7,29559,3,Consultant,109,1,1,No,No
434,32,Female,Operations,Associate,Bachelor's,12,181271,3,Referral,37,4,4,No,No
435,51,Female,Operations,Executive,Bachelor's,1.8,30096,5,Referral,49,2,3,Yes,No
436,22,Male,HR,Lead,High School,17.1,126748,3,Job Portal,85,5,1,No,Yes
437,55,Male,Finance,Executive,Bachelor's,4.9,170320,2,Campus,55,2,3,Yes,No
438,43,Female,Finance,Associate,Bachelor's,3.6,32553,2,Job Portal,73,5,5,No,No
439,37,Female,Customer Support,Associate,PhD,2.1,114003,3,Job Portal,114,2,4,No,No
440,46,Male,IT,Lead,PhD,9.2,170529,4,Campus,11,1,2,No,No
441,28,Female,Operations,Manager,High School,5.3,88876,4,Consultant,111,1,3,No,No
442,49,Female,Finance,Associate,PhD,8.9,98844,3,Campus,87,5,1,Yes,Yes
443,46,Male,IT,Senior Associate,High School,0.7,170531,2,Job Portal,77,1,2,No,No
444,30,Female,Operations,Analyst,High School,0.2,42281,1,Referral,104,1,1,No,No
445,46,Female,HR,Analyst,PhD,3,126570,4,Campus,114,2,4,Yes,No
446,54,Male,HR,Lead,High School,1.5,191474,5,LinkedIn,96,3,3,No,No
447,27,Female,HR,Senior Associate,Master's,2.8,176665,3,Campus,73,3,5,No,Yes
448,24,Female,Customer Support,Analyst,PhD,2.7,53017,3,LinkedIn,31,3,5,No,No
449,31,Female,Sales,Executive,PhD,0.6,152435,2,Job Portal,77,2,2,Yes,Yes
450,49,Female,Finance,Manager,Master's,9.2,46661,3,Job Portal,104,5,5,Yes,No
451,56,Male,HR,Executive,High School,4.3,77761,2,Campus,80,5,5,No,No
452,45,Male,IT,Executive,Master's,0.8,144335,4,Consultant,79,1,4,No,No
453,41,Female,Customer Support,Senior Associate,PhD,1.3,48927,3,Job Portal,27,2,2,Yes,No
454,56,Female,IT,Senior Associate,Bachelor's,9.5,36889,3,LinkedIn,20,5,2,No,No
455,30,Male,Marketing,Manager,PhD,1,26169,3,Consultant,107,5,4,No,Yes
456,57,Male,Marketing,Lead,Bachelor's,5.2,121866,3,Consultant,97,3,5,No,No
457,29,Female,Sales,Senior Associate,High School,0.8,33199,3,Referral,90,5,4,No,Yes
458,44,Female,IT,Analyst,PhD,6.8,90200,4,LinkedIn,17,4,4,No,No
459,55,Male,Operations,Analyst,Bachelor's,0.7,184960,2,LinkedIn,26,4,5,No,No
460,55,Female,Marketing,Analyst,Bachelor's,2,175328,2,Consultant,81,2,4,Yes,No
461,56,Male,Finance,Lead,PhD,19.1,185308,5,Consultant,91,5,5,No,No
462,38,Male,Finance,Analyst,Bachelor's,1.1,23612,2,Consultant,90,3,1,No,No
463,59,Male,Finance,Senior Associate,Bachelor's,4.8,158655,2,Consultant,106,5,3,No,No
464,52,Female,Customer Support,Lead,PhD,2.1,43721,5,Job Portal,51,1,1,No,Yes
465,44,Female,Finance,Executive,PhD,9.9,144717,4,Consultant,67,3,2,Yes,No
466,43,Female,Marketing,Lead,PhD,2.7,172050,2,Job Portal,75,5,5,No,No
467,52,Male,Customer Support,Analyst,High School,0.4,174146,3,LinkedIn,65,5,1,Yes,No
468,57,Female,Sales,Manager,Bachelor's,0.2,173875,3,Consultant,9,4,5,No,No
469,32,Male,Marketing,Associate,Bachelor's,3.5,175096,3,LinkedIn,77,1,5,Yes,No
470,33,Female,Finance,Executive,Bachelor's,3,24369,5,Referral,25,2,2,Yes,No
471,43,Female,HR,Analyst,Master's,23.2,70062,4,Consultant,100,2,1,No,No
472,45,Male,Operations,Senior Associate,Bachelor's,23.3,87460,1,Consultant,59,4,2,No,No
473,55,Male,Operations,Executive,Master's,5.5,26195,4,LinkedIn,95,1,1,No,No
474,50,Female,Finance,Analyst,High School,1.1,179610,2,Consultant,78,1,3,Yes,Yes
475,37,Female,Sales,Senior Associate,High School,8.9,71934,4,Campus,102,2,1,No,No
476,40,Male,IT,Manager,High School,4.2,168686,3,Job Portal,86,1,5,Yes,Yes
477,45,Female,IT,Manager,Master's,0.8,65280,3,Campus,53,2,2,No,No
478,42,Male,Finance,Associate,Master's,1.9,148478,4,Campus,113,5,2,Yes,No
479,33,Male,Sales,Associate,High School,3.4,28688,3,Referral,115,4,1,No,No
480,39,Female,Marketing,Associate,Bachelor's,0.4,45814,4,Campus,39,5,3,No,No
481,56,Female,Customer Support,Lead,High School,1.4,36175,4,Campus,38,2,3,Yes,No
482,32,Male,Sales,Analyst,PhD,0.4,153385,4,LinkedIn,64,1,4,Yes,No
483,39,Male,Operations,Manager,PhD,0.8,124688,2,LinkedIn,34,3,3,No,No
484,32,Female,Finance,Analyst,Bachelor's,0.5,198549,1,Job Portal,77,2,1,Yes,Yes
485,29,Female,Marketing,Analyst,Bachelor's,0.9,121402,4,Consultant,95,2,1,No,No
486,27,Female,IT,Manager,Bachelor's,0.8,159657,3,LinkedIn,98,4,5,Yes,Yes
487,48,Female,Finance,Manager,PhD,3,106438,4,Referral,32,1,4,No,No
488,34,Female,IT,Associate,PhD,10.9,183990,4,Referral,14,2,3,No,Yes
489,51,Male,Finance,Lead,High School,4.7,172527,5,Job Portal,68,1,2,No,No
490,39,Female,Marketing,Executive,Master's,0.6,116797,2,Job Portal,82,5,3,Yes,No
491,36,Male,Sales,Senior Associate,Master's,11.3,107999,3,Campus,85,4,5,No,No
492,25,Female,Operations,Associate,PhD,0.7,95595,3,LinkedIn,26,4,2,No,No
493,55,Female,Operations,Manager,Bachelor's,16.8,135469,2,Campus,78,1,3,No,No
494,32,Female,IT,Associate,Master's,0.6,148324,2,Job Portal,113,2,3,No,Yes
495,45,Female,Marketing,Lead,Bachelor's,19.4,29807,3,LinkedIn,6,3,1,No,No
496,41,Female,IT,Senior Associate,PhD,8.6,195036,3,Referral,34,3,3,No,Yes
497,56,Female,Customer Support,Lead,Bachelor's,15.3,142264,5,Job Portal,36,1,3,Yes,No
498,43,Female,HR,Associate,PhD,3.5,188244,4,LinkedIn,16,1,1,Yes,No
499,36,Female,Marketing,Analyst,High School,7.7,160614,3,Job Portal,20,2,5,No,No
500,59,Female,Marketing,Executive,PhD,0.2,176047,5,Consultant,71,1,2,Yes,No
501,59,Male,Sales,Manager,PhD,1.6,23477,4,Campus,91,3,1,No,No
502,34,Male,Sales,Lead,High School,5,100997,3,Consultant,51,5,2,Yes,Yes
503,51,Male,Finance,Lead,High School,5.1,186135,5,LinkedIn,32,2,4,Yes,No
504,25,Male,Sales,Manager,High School,1.1,192093,3,Campus,97,4,3,No,No
505,55,Female,Operations,Associate,Master's,4.8,176423,3,Job Portal,58,5,1,No,No
506,43,Male,Finance,Associate,PhD,1.2,124585,3,Job Portal,81,5,2,Yes,Yes
507,49,Male,Operations,Manager,High School,0.9,169916,2,Consultant,38,1,5,No,Yes
508,31,Male,Sales,Manager,High School,0.1,62287,4,Referral,28,2,5,No,No
509,38,Male,Sales,Manager,High School,21.8,42386,5,Referral,42,4,2,Yes,No
510,32,Male,Operations,Executive,Master's,4.4,113007,4,Campus,106,2,1,No,No
511,29,Female,Finance,Executive,Master's,31.7,182330,4,LinkedIn,87,1,3,No,Yes
512,30,Female,HR,Senior Associate,High School,7.2,116321,3,Campus,111,2,1,Yes,No
513,37,Male,Marketing,Senior Associate,High School,8.1,123534,5,Campus,64,1,4,Yes,No
514,58,Male,Customer Support,Associate,Master's,3.6,161073,2,LinkedIn,96,3,5,Yes,No
515,27,Female,Operations,Analyst,High School,2.6,136870,3,Consultant,102,5,4,No,Yes
516,33,Female,Finance,Senior Associate,PhD,13.3,23305,5,LinkedIn,1,4,2,Yes,No
517,29,Female,HR,Executive,Bachelor's,5.1,96019,3,Job Portal,117,3,4,No,Yes
518,47,Male,Operations,Lead,Master's,6.2,111417,2,Consultant,107,2,4,No,No
519,22,Male,Sales,Lead,Bachelor's,9.2,29330,5,Job Portal,104,5,4,No,No
520,25,Male,Customer Support,Executive,PhD,1.2,25763,4,Consultant,114,1,1,Yes,No
521,49,Male,Finance,Associate,Bachelor's,12.7,90198,2,Job Portal,46,1,1,No,No
522,57,Female,HR,Lead,High School,5.5,129012,3,LinkedIn,89,5,3,Yes,No
523,58,Female,HR,Executive,High School,0.9,139307,4,Job Portal,106,2,5,No,No
524,39,Male,Operations,Manager,Bachelor's,2.7,53349,3,Job Portal,107,2,4,No,Yes
525,28,Female,Operations,Analyst,PhD,0.5,163641,3,Referral,46,4,3,No,No
526,21,Other,Marketing,Analyst,Master's,3.4,144030,4,LinkedIn,89,1,4,Yes,No
527,42,Female,Customer Support,Analyst,High School,2.7,189002,2,Job Portal,50,3,1,No,No
528,37,Female,Sales,Associate,Bachelor's,0.5,189440,4,Campus,8,1,5,No,No
529,27,Female,Operations,Associate,Master's,2.1,32723,3,Job Portal,44,4,3,Yes,No
530,45,Male,Customer Support,Manager,PhD,6.7,29379,4,Job Portal,48,5,5,No,No
531,24,Male,IT,Manager,Master's,5.4,102885,2,Referral,90,5,5,Yes,No
532,56,Other,Operations,Executive,High School,4.3,92856,1,Job Portal,112,2,2,No,No
533,26,Female,HR,Executive,High School,20.8,126673,2,Job Portal,102,1,3,Yes,No
534,51,Female,Finance,Lead,High School,10.1,197456,4,Campus,79,1,4,Yes,No
535,39,Female,Customer Support,Executive,Bachelor's,16.1,42917,4,Consultant,14,1,4,Yes,No
536,59,Male,Operations,Associate,Bachelor's,5.3,87301,3,LinkedIn,15,3,1,No,Yes
537,47,Female,Customer Support,Executive,Master's,5.9,183745,2,Referral,89,1,1,No,Yes
538,30,Female,Sales,Lead,Master's,4.9,77626,3,Campus,89,2,5,Yes,No
539,46,Male,IT,Senior Associate,Bachelor's,1.3,45420,1,Referral,26,1,1,No,Yes
540,39,Male,IT,Associate,Bachelor's,7.3,169438,4,Campus,64,5,5,Yes,No
541,59,Female,IT,Lead,High School,0.9,25206,3,Consultant,90,5,1,Yes,No
542,23,Male,Operations,Analyst,PhD,17.7,113559,4,Campus,88,3,3,Yes,Yes
543,33,Male,HR,Executive,High School,2.5,135647,2,Campus,67,1,1,Yes,No
544,48,Male,Marketing,Analyst,Bachelor's,1.4,31315,3,Job Portal,17,2,1,No,Yes
545,40,Female,Customer Support,Associate,Master's,1.4,80469,5,Referral,108,2,5,No,Yes
546,48,Female,Customer Support,Senior Associate,High School,6.3,186831,3,LinkedIn,49,4,4,No,No
547,28,Female,IT,Analyst,High School,0.2,56422,3,Campus,14,4,3,No,No
548,59,Male,IT,Associate,Bachelor's,2,85208,4,Campus,81,4,1,No,No
549,21,Other,Customer Support,Analyst,PhD,2.7,92067,3,Campus,17,3,2,No,No
550,23,Male,Operations,Associate,Master's,0.8,199258,3,Referral,108,3,2,Yes,Yes
551,33,Male,Finance,Senior Associate,Bachelor's,3.4,118520,3,Campus,49,3,1,Yes,No
552,48,Male,IT,Manager,Master's,11.8,195764,1,Consultant,45,1,4,Yes,No
553,45,Male,Sales,Manager,High School,0.3,39825,4,Campus,27,5,1,Yes,No
554,53,Male,Marketing,Executive,Bachelor's,3.2,96918,4,Consultant,94,4,4,No,No
555,58,Male,Customer Support,Executive,Master's,3.4,175327,3,Campus,26,5,4,Yes,No
556,26,Male,Marketing,Analyst,High School,2.3,24159,2,Referral,19,2,2,Yes,No
557,52,Female,IT,Lead,Master's,7.5,188602,4,Referral,87,5,3,No,No
558,41,Male,HR,Lead,PhD,0.3,50343,5,Campus,5,5,4,Yes,No
559,36,Female,HR,Executive,Master's,0,110920,4,Campus,40,4,5,Yes,No
560,41,Female,Customer Support,Associate,High School,5.2,133835,5,Campus,53,5,5,No,No
561,31,Male,IT,Executive,PhD,6.5,63849,3,Campus,11,2,1,Yes,No
562,57,Female,IT,Lead,Bachelor's,2.6,67640,4,Consultant,2,3,2,No,No
563,56,Male,Operations,Executive,Bachelor's,7.8,60837,4,LinkedIn,109,3,1,No,No
564,55,Male,HR,Executive,High School,14.8,134553,3,Job Portal,0,3,1,No,Yes
565,39,Male,IT,Lead,PhD,2.3,148164,2,Consultant,117,4,5,No,No
566,40,Female,Finance,Manager,High School,1,176230,2,Job Portal,98,5,5,No,No
567,38,Female,Finance,Associate,Bachelor's,0.2,127872,3,Referral,119,3,4,No,No
568,34,Female,IT,Lead,High School,2.7,157109,5,Consultant,114,4,2,No,No
569,35,Male,HR,Associate,Bachelor's,10.4,113767,1,Campus,2,5,4,No,No
570,51,Male,Finance,Senior Associate,Master's,6.3,197477,3,Consultant,67,1,3,Yes,Yes
571,21,Female,Operations,Manager,PhD,9.8,189088,3,LinkedIn,119,4,5,No,No
572,23,Female,Operations,Associate,Bachelor's,0.2,33344,3,Referral,96,5,2,No,No
573,36,Female,HR,Manager,PhD,7.7,92682,3,LinkedIn,72,4,1,Yes,Yes
574,43,Male,Operations,Associate,Master's,8.7,199439,3,Consultant,93,5,5,Yes,Yes
575,31,Male,Customer Support,Manager,PhD,1.4,149819,3,Referral,23,2,5,No,No
576,32,Male,IT,Associate,Master's,7.3,113652,3,LinkedIn,84,5,5,Yes,No
577,30,Female,IT,Manager,Master's,13,166982,4,Referral,108,5,3,No,No
578,52,Male,IT,Analyst,Bachelor's,1.6,76163,4,Referral,70,2,1,No,No
579,36,Female,Finance,Senior Associate,High School,1.1,151882,1,Referral,6,2,5,Yes,No
580,28,Female,Marketing,Analyst,Master's,5.5,82324,2,LinkedIn,69,4,4,Yes,No
581,58,Male,Marketing,Analyst,High School,10.4,146970,3,LinkedIn,89,1,4,Yes,No
582,32,Female,Operations,Manager,High School,3.8,88178,1,Campus,49,1,4,No,No
583,44,Female,Marketing,Manager,High School,2.6,70183,3,Job Portal,97,1,2,No,No
584,48,Male,Finance,Manager,High School,2.2,34718,3,Job Portal,53,2,1,Yes,No
585,28,Female,HR,Manager,Master's,3.6,52494,5,Consultant,58,2,5,No,Yes
586,48,Female,Operations,Senior Associate,Bachelor's,14,95407,5,Referral,108,5,2,No,No
