Origin_airport,Destination_airport,Origin_city,Origin_State,Destination_city,Destination_State,Passengers,Seats,Flights,Distance,Fly_date,Origin_population,Destination_population,Org_airport_lat,Org_airport_long,Dest_airport_lat,Dest_airport_long
TVC,DTW,Traverse City,MI,Detroit,MI,503,782,23,207,01/07/1998,123663,8944948,44.74140167,-85.5821991,42.21239853,-83.35340118
BUF,BOS,Buffalo,NY,Boston,MA,82,220,2,396,01/06/1993,1190660,8260582,42.94049835,-78.73220062,42.36429977,-71.00520325
BUF,ALB,Buffalo,NY,Albany,NY,145,577,17,251,01/05/2008,1124055,854301,42.94049835,-78.73220062,42.74829865,-73.80169678
ORD,BUF,Chicago,IL,Buffalo,NY,227,352,8,473,01/01/2005,18724160,1139328,41.97859955,-87.90480042,42.94049835,-78.73220062
ORD,CWA,Chicago,IL,Wausau,WI,49,259,7,213,01/01/2009,19161134,131612,41.97859955,-87.90480042,44.77759933,-89.66680145
MKE,DTW,Milwaukee,WI,Detroit,MI,3181,3720,30,238,01/08/2009,1559667,8806874,42.94720078,-87.89659882,42.21239853,-83.35340118
LAS,DFW,Las Vegas,NV,Dallas,TX,4801,5797,31,1055,01/10/1991,807425,8182938,36.08010101,-115.1520004,32.89680099,-97.03800201
DLH,ORD,Duluth,MN,Chicago,IL,108,200,4,397,01/04/2001,276392,18385002,46.84209824,-92.19360352,41.97859955,-87.90480042
JFK,BOS,New York,NY,Boston,MA,9168,10500,105,187,01/06/2007,37802334,9007842,40.63980103,-73.77890015,42.36429977,-71.00520325
EWR,ORD,Newark,NJ,Chicago,IL,960,1316,14,719,01/01/1994,17072218,17018756,40.69250107,-74.16870117,41.97859955,-87.90480042
BDL,ORD,Hartford,CT,Chicago,IL,1225,1518,11,783,01/05/2008,1191170,19031272,41.93889999,-72.68319702,41.97859955,-87.90480042
STL,DAY,St. Louis,MO,Dayton,OH,2469,3608,82,338,01/03/2008,2818688,837036,38.74869919,-90.37000275,39.90240097,-84.2193985
LAS,ABI,Las Vegas,NV,Abilene,TX,824,1200,8,920,01/08/2006,1778129,158704,36.08010101,-115.1520004,32.41130066,-99.68190002
LAX,FAT,Los Angeles,CA,Fresno,CA,3197,6766,199,209,01/01/1999,24181874,763069,33.94250107,-118.4079971,36.77619934,-119.7180023
CVG,MDW,Cincinnati,OH,Chicago,IL,687,960,30,249,01/04/2004,2083905,18664180,39.04880142,-84.6678009,41.7859993,-87.75240326
MSP,AUS,Minneapolis,MN,Austin,TX,3591,5800,58,1042,01/09/2004,3106569,1418999,44.88199997,-93.22180176,30.19449997,-97.66989899
CMH,ORD,Columbus,OH,Chicago,IL,1345,1764,14,296,01/09/1994,1484995,17018756,39.9980011,-82.89189911,41.97859955,-87.90480042
EWR,ATL,Newark,NJ,Atlanta,GA,28563,36778,259,745,01/04/2000,18352743,4281905,40.69250107,-74.16870117,33.63669968,-84.42810059
IND,EWR,Indianapolis,IN,Newark,NJ,1412,4646,46,644,01/01/1995,1389955,17130692,39.7173,-86.294403,40.69250107,-74.16870117
PBI,DFW,West Palm Beach,FL,Dallas,TX,5449,8340,60,1103,01/05/1997,4623697,9231044,26.68320084,-80.09559631,32.89680099,-97.03800201
EWR,ORD,Newark,NJ,Chicago,IL,961,2068,22,719,01/09/1990,16868983,16395048,40.69250107,-74.16870117,41.97859955,-87.90480042
PHX,DFW,Phoenix,AZ,Dallas,TX,14037,19158,135,868,01/04/1993,2444670,8450926,33.43429947,-112.012001,32.89680099,-97.03800201
SFO,PIA,San Francisco,CA,Peoria,IL,127,216,1,1758,01/01/2003,8306286,364769,37.61899948,-122.375,40.66419983,-89.69329834
DTW,EWR,Detroit,MI,Newark,NJ,33,157,1,487,01/03/2007,8913164,18901167,42.21239853,-83.35340118,40.69250107,-74.16870117
GRB,DTW,Green Bay,WI,Detroit,MI,71,110,1,288,01/01/2008,302322,8847562,44.48509979,-88.12960052,42.21239853,-83.35340118
MCI,DET,Kansas City,MO,Detroit,MI,112,122,1,650,01/04/1991,1657663,8578382,39.2976,-94.713898,42.40919876,-83.00990295
TOL,BOS,Toledo,OH,Boston,MA,0,0,1,660,01/08/2004,671681,8912958,41.58679962,-83.80780029,42.36429977,-71.00520325
JFK,ORD,New York,NY,Chicago,IL,1447,2068,47,740,01/01/2006,37651266,18797710,40.63980103,-73.77890015,41.97859955,-87.90480042
OAK,BOS,Oakland,CA,Boston,MA,8320,9300,62,2693,01/08/2007,4202186,9007842,37.72129822,-122.2210007,42.36429977,-71.00520325
ATL,DFW,Atlanta,GA,Dallas,TX,5071,7309,40,732,01/01/2006,5119641,11998822,33.63669968,-84.42810059,32.89680099,-97.03800201
SLC,BTM,Salt Lake City,UT,Butte,MT,136,149,1,357,01/08/1996,882467,34525,40.78839874,-111.9779968,45.95479965,-112.4970016
EWR,ATL,Newark,NJ,Atlanta,GA,1415,3358,23,745,01/05/1991,16874842,3163883,40.69250107,-74.16870117,33.63669968,-84.42810059
RDU,EWR,Raleigh,NC,Newark,NJ,1090,1860,15,416,01/12/2006,998979,18825633,35.87760162,-78.78749847,40.69250107,-74.16870117
DCA,BOS,Washington,DC,Boston,MA,1360,4402,31,399,01/03/1991,8369110,8227986,38.8521,-77.037697,42.36429977,-71.00520325
PWM,BOS,Portland,ME,Boston,MA,537,1908,53,95,01/06/1992,444267,8227058,43.64619827,-70.30930328,42.36429977,-71.00520325
TYS,ATL,Knoxville,TN,Atlanta,GA,1405,2352,33,152,01/09/2008,692210,5385586,35.81100082,-83.9940033,33.63669968,-84.42810059
DTW,EWR,Detroit,MI,Newark,NJ,1387,3864,21,487,01/10/1992,8653794,16930924,42.21239853,-83.35340118,40.69250107,-74.16870117
BUF,YIP,Buffalo,NY,Detroit,MI,0,0,1,249,01/01/2005,1139328,8988796,42.94049835,-78.73220062,42.23789978,-83.53040314
MKE,DFW,Milwaukee,WI,Dallas,TX,3199,4840,55,853,01/08/2003,1528417,11164066,42.94720078,-87.89659882,32.89680099,-97.03800201
IAD,ORD,Washington,DC,Chicago,IL,2186,3480,29,589,01/01/2009,10952482,19161134,38.94449997,-77.45580292,41.97859955,-87.90480042
MSP,MIA,Minneapolis,MN,Miami,FL,2874,3596,29,1501,01/12/2003,3078253,10561342,44.88199997,-93.22180176,25.79319954,-80.29060364
MKE,MDW,Milwaukee,WI,Chicago,IL,2248,4726,139,81,01/10/2000,1502305,18235464,42.94720078,-87.89659882,41.7859993,-87.75240326
ABE,DTW,Allentown,PA,Detroit,MI,45,122,1,424,01/02/1996,710211,8912962,40.65209961,-75.44080353,42.21239853,-83.35340118
SLC,OMA,Salt Lake City,UT,Omaha,NE,1204,1550,31,839,01/05/2003,1016377,790535,40.78839874,-111.9779968,41.30319977,-95.89409637
SNA,ORD,Santa Ana,CA,Chicago,IL,11754,15980,85,1726,01/08/1998,11947589,17529224,33.67570114,-117.8679962,41.97859955,-87.90480042
SAN,DTW,San Diego,CA,Detroit,MI,3408,3824,20,1957,01/08/1999,2820844,8962394,32.73360062,-117.1900024,42.21239853,-83.35340118
BTR,AHN,Baton Rouge,LA,Athens,GA,32,50,1,515,01/02/2005,729886,179013,30.53319931,-91.14959717,33.94860077,-83.32630157
DSM,DTW,Des Moines,IA,Detroit,MI,1512,3000,30,534,01/06/1996,452854,8912962,41.5340004,-93.6631012,42.21239853,-83.35340118
MCI,AUS,Kansas City,MO,Austin,TX,46,50,1,643,01/06/2003,1912368,1382693,39.2976,-94.713898,30.19449997,-97.66989899
ORD,OMA,Chicago,IL,Omaha,NE,1779,1920,16,416,01/07/2009,19161134,849517,41.97859955,-87.90480042,41.30319977,-95.89409637
ATL,MDW,Atlanta,GA,Chicago,IL,3340,3899,39,590,01/11/2005,4947012,18724160,33.63669968,-84.42810059,41.7859993,-87.75240326
MCO,MIA,Orlando,FL,Miami,FL,6912,9150,61,193,01/06/1997,1464182,9247394,28.42939949,-81.30899811,25.79319954,-80.29060364
OKC,DAL,Oklahoma City,OK,Dallas,TX,4802,9892,81,181,01/07/1991,980703,8182938,35.39310074,-97.60070038,32.8470993,-96.85179901
MGM,ATL,Montgomery,AL,Atlanta,GA,395,745,5,147,01/07/1995,326815,3548667,32.30059814,-86.39399719,33.63669968,-84.42810059
TUS,ELP,Tucson,AZ,El Paso,TX,0,0,1,269,01/04/1999,803618,701908,32.11610031,-110.9410019,31.80719948,-106.3779984
SAT,EWR,San Antonio,TX,Newark,NJ,1968,3224,31,1569,01/08/1998,1650418,17341505,29.53370094,-98.46980286,40.69250107,-74.16870117
MSY,DFW,New Orleans,LA,Dallas,TX,120,188,1,448,01/04/1994,1286646,8613622,29.99340057,-90.25800323,32.89680099,-97.03800201
IAH,ORD,Houston,TX,Chicago,IL,9357,11980,85,925,01/05/1997,4351339,17405264,29.9843998,-95.34140015,41.97859955,-87.90480042
TYS,ATL,Knoxville,TN,Atlanta,GA,282,285,1,152,01/07/2005,658316,4947012,35.81100082,-83.9940033,33.63669968,-84.42810059
PHL,ORD,Philadelphia,PA,Chicago,IL,5681,6552,54,678,01/10/2006,11761824,18797710,39.87189865,-75.2410965,41.97859955,-87.90480042
STL,UIN,St. Louis,MO,Quincy,IL,680,1938,102,94,01/07/2006,2791682,76949,38.74869919,-90.37000275,39.94269943,-91.19460297
HOU,TUL,Houston,TX,Tulsa,OK,2358,2806,23,453,01/12/2003,5084017,876919,29.64539909,-95.27890015,36.19839859,-95.88809967
BWI,DTW,Baltimore,MD,Detroit,MI,7246,16857,114,408,01/12/1993,2440119,8711888,39.17539978,-76.66829681,42.21239853,-83.35340118
SJC,EKO,San Jose,CA,Elko,NV,112,122,1,407,01/05/1998,1690832,48011,37.36259842,-121.9290009,40.82490158,-115.7919998
DFW,EWR,Dallas,TX,Newark,NJ,1810,3100,25,1372,01/09/2006,11998822,18825633,32.89680099,-97.03800201,40.69250107,-74.16870117
PHL,YIP,Philadelphia,PA,Detroit,MI,0,0,1,462,01/12/2000,11386550,8914942,39.87189865,-75.2410965,42.23789978,-83.53040314
GSP,ATL,Greenville,SC,Atlanta,GA,115,186,1,153,01/05/2000,561900,4281905,34.89569855,-82.21890259,33.63669968,-84.42810059
GRR,ORD,Grand Rapids,MI,Chicago,IL,3734,5600,112,137,01/12/2003,759978,18572324,42.88079834,-85.52279663,41.97859955,-87.90480042
PIT,BUF,Pittsburgh,PA,Buffalo,NY,97,126,1,186,01/10/1999,2404337,1142121,40.49150085,-80.23290253,42.94049835,-78.73220062
MBS,ORD,Saginaw,MI,Chicago,IL,1754,4557,31,222,01/10/1996,211369,17287860,43.53290176,-84.07959747,41.97859955,-87.90480042
SPS,DFW,Wichita Falls,TX,Dallas,TX,134,136,1,113,01/04/2006,149444,11998822,33.98880005,-98.49189758,32.89680099,-97.03800201
JAN,MDW,Jackson,MS,Chicago,IL,1673,4795,35,666,01/02/2005,521493,18724160,32.31119919,-90.07589722,41.7859993,-87.75240326
MCO,MDW,Orlando,FL,Chicago,IL,587,1096,8,989,01/09/2002,1756852,18490270,28.42939949,-81.30899811,41.7859993,-87.75240326
LAS,BUF,Las Vegas,NV,Buffalo,NY,7731,8184,60,1987,01/04/2009,1902834,1123804,36.08010101,-115.1520004,42.94049835,-78.73220062
EWR,ATL,Newark,NJ,Atlanta,GA,13147,17182,121,745,01/11/2009,19069796,5475213,40.69250107,-74.16870117,33.63669968,-84.42810059
BDL,OMA,Hartford,CT,Omaha,NE,135,147,1,1199,01/02/1995,1108575,717557,41.93889999,-72.68319702,41.30319977,-95.89409637
LIT,DAL,Little Rock,AR,Dallas,TX,1179,1723,14,296,01/11/1995,564592,8787062,34.72940063,-92.22429657,32.8470993,-96.85179901
TUL,ORD,Tulsa,OK,Chicago,IL,2811,4098,29,585,01/04/2000,861369,18235464,36.19839859,-95.88809967,41.97859955,-87.90480042
SEA,BTM,Seattle,WA,Butte,MT,168,276,4,477,01/09/1998,5831556,34540,47.44900131,-122.3089981,45.95479965,-112.4970016
ORD,BOS,Chicago,IL,Boston,MA,58,109,1,867,01/12/1991,16550288,8227986,41.97859955,-87.90480042,42.36429977,-71.00520325
OGG,DFW,Kahului,HI,Dallas,TX,5005,6911,31,3711,01/12/2007,141930,12313304,20.89859962,-156.4299927,32.89680099,-97.03800201
ATL,MOB,Atlanta,GA,Mobile,AL,6931,8804,62,302,01/06/1997,3756986,398229,33.63669968,-84.42810059,30.69120026,-88.24279785
CMH,BUF,Columbus,OH,Buffalo,NY,22,101,1,296,01/03/1997,1525094,1162332,39.9980011,-82.89189911,42.94049835,-78.73220062
CVG,DAY,Cincinnati,OH,Dayton,OH,45,156,2,64,01/09/1994,1922360,859147,39.04880142,-84.6678009,39.90240097,-84.2193985
JFK,ORD,New York,NY,Chicago,IL,0,0,16,740,01/08/2008,37937002,19031272,40.63980103,-73.77890015,41.97859955,-87.90480042
PHL,BUF,Philadelphia,PA,Buffalo,NY,4171,8064,56,279,01/09/2003,11575576,1154212,39.87189865,-75.2410965,42.94049835,-78.73220062
DFW,TUL,Dallas,TX,Tulsa,OK,6229,9028,61,237,01/01/2008,12602170,916037,32.89680099,-97.03800201,36.19839859,-95.88809967
IAH,DAL,Houston,TX,Dallas,TX,8205,14518,119,217,01/07/1998,4445918,9475022,29.9843998,-95.34140015,32.8470993,-96.85179901
IAH,DFW,Houston,TX,Dallas,TX,475,620,4,224,01/06/2006,5484883,11998822,29.9843998,-95.34140015,32.89680099,-97.03800201
JFK,ORD,New York,NY,Chicago,IL,139,158,1,740,01/07/2003,37342640,18572324,40.63980103,-73.77890015,41.97859955,-87.90480042
ATL,MOB,Atlanta,GA,Mobile,AL,248,693,6,302,01/01/1991,3163883,382982,33.63669968,-84.42810059,30.69120026,-88.24279785
IND,EWR,Indianapolis,IN,Newark,NJ,0,0,4,644,01/05/2004,1622935,18747431,39.7173,-86.294403,40.69250107,-74.16870117
MCI,DTW,Kansas City,MO,Detroit,MI,2520,2800,28,629,01/06/2000,1842924,8914942,39.2976,-94.713898,42.21239853,-83.35340118
DTW,ATL,Detroit,MI,Atlanta,GA,4822,6500,65,594,01/03/2001,8958464,4432950,42.21239853,-83.35340118,33.63669968,-84.42810059
MKE,BOS,Milwaukee,WI,Boston,MA,3951,5208,62,860,01/04/1999,1462422,8550938,42.94720078,-87.89659882,42.36429977,-71.00520325
ELP,AUS,El Paso,TX,Austin,TX,0,0,1,525,01/08/1999,701908,1146050,31.80719948,-106.3779984,30.19449997,-97.66989899
IAD,ORD,Washington,DC,Chicago,IL,2188,2736,22,589,01/06/2008,10755872,19031272,38.94449997,-77.45580292,41.97859955,-87.90480042
MEI,ATL,Meridian,MS,Atlanta,GA,1340,2490,83,267,01/03/1995,105103,3548667,32.33259964,-88.75189972,33.63669968,-84.42810059
CLE,ATL,Cleveland,OH,Atlanta,GA,224,470,5,554,01/03/1992,2122597,3245141,41.4117012,-81.84980011,33.63669968,-84.42810059
MEM,ORD,Memphis,TN,Chicago,IL,305,444,3,491,01/08/2008,1298529,19031272,35.04240036,-89.97669983,41.97859955,-87.90480042
EWR,BUF,Newark,NJ,Buffalo,NY,1221,1860,15,282,01/11/2002,18590085,1158368,40.69250107,-74.16870117,42.94049835,-78.73220062
LGA,ATL,New York,NY,Atlanta,GA,163,240,2,761,01/05/1990,33737966,3087755,40.77719879,-73.87259674,33.63669968,-84.42810059
EWR,MIA,Newark,NJ,Miami,FL,203,216,2,1086,01/02/1990,16868983,8149380,40.69250107,-74.16870117,25.79319954,-80.29060364
ABE,ORD,Allentown,PA,Chicago,IL,2520,3200,64,654,01/10/2008,811669,19031272,40.65209961,-75.44080353,41.97859955,-87.90480042
ANC,ORD,Anchorage,AK,Chicago,IL,3761,4876,31,2846,01/05/2008,365790,19031272,61.17440033,-149.9960022,41.97859955,-87.90480042
AUS,ORD,Austin,TX,Chicago,IL,3368,4536,42,972,01/04/1999,1146050,17655010,30.19449997,-97.66989899,41.97859955,-87.90480042
SYR,ORD,Syracuse,NY,Chicago,IL,355,400,8,607,01/10/2009,646084,19161134,43.11119843,-76.10630035,41.97859955,-87.90480042
IAH,DFW,Houston,TX,Dallas,TX,7698,12090,115,224,01/05/1993,4058868,8450926,29.9843998,-95.34140015,32.89680099,-97.03800201
SYR,EWR,Syracuse,NY,Newark,NJ,128,155,1,194,01/12/2003,649679,18671320,43.11119843,-76.10630035,40.69250107,-74.16870117
CLE,DFW,Cleveland,OH,Dallas,TX,3937,6440,92,1021,01/06/2003,2136026,11164066,41.4117012,-81.84980011,32.89680099,-97.03800201
AUS,DTW,Austin,TX,Detroit,MI,82,148,1,1145,01/09/2003,1382693,8985512,30.19449997,-97.66989899,42.21239853,-83.35340118
CLE,MDW,Cleveland,OH,Chicago,IL,6932,10736,88,307,01/10/1998,2121415,17529224,41.4117012,-81.84980011,41.7859993,-87.75240326
PIT,TOL,Pittsburgh,PA,Toledo,OH,655,1176,12,201,01/02/1996,2447532,650576,40.49150085,-80.23290253,41.58679962,-83.80780029
PHX,MDW,Phoenix,AZ,Chicago,IL,211,247,1,1444,01/06/2003,3600163,18572324,33.43429947,-112.012001,41.7859993,-87.75240326
BNA,MOB,Nashville,TN,Mobile,AL,4351,12778,90,385,01/08/1991,1067021,382982,36.12450027,-86.67819977,30.69120026,-88.24279785
CHO,DTW,Charlottesville,VA,Detroit,MI,1282,2516,74,382,01/08/2005,187823,8988796,38.1385994,-78.45290375,42.21239853,-83.35340118
FLL,ATL,Fort Lauderdale,FL,Atlanta,GA,2667,4088,28,581,01/12/1992,4225844,3245141,26.07259941,-80.15270233,33.63669968,-84.42810059
CLE,ORD,Cleveland,OH,Chicago,IL,850,1350,27,316,01/06/2003,2136026,18572324,41.4117012,-81.84980011,41.97859955,-87.90480042
EVV,YIP,Evansville,IN,Detroit,MI,0,0,1,359,01/10/2009,351911,8806874,38.03699875,-87.53240204,42.23789978,-83.53040314
RDU,EWR,Raleigh,NC,Newark,NJ,179,282,2,416,01/05/2001,835602,18490029,35.87760162,-78.78749847,40.69250107,-74.16870117
PVD,DTW,Providence,RI,Detroit,MI,901,1184,8,614,01/10/2001,1596350,8958464,41.73260117,-71.42040253,42.21239853,-83.35340118
HSV,YIP,Huntsville,AL,Detroit,MI,0,0,1,553,01/07/1996,330329,8912962,34.6371994,-86.77510071,42.23789978,-83.53040314
MSY,BOS,New Orleans,LA,Boston,MA,720,1520,4,1367,01/02/2002,1311390,8918022,29.99340057,-90.25800323,42.36429977,-71.00520325
DFW,OMA,Dallas,TX,Omaha,NE,12265,16254,120,583,01/05/2005,11632814,810493,32.89680099,-97.03800201,41.30319977,-95.89409637
ANC,ATL,Anchorage,AK,Atlanta,GA,0,0,16,3417,01/05/2008,365790,5385586,61.17440033,-149.9960022,33.63669968,-84.42810059
PHX,TUS,Phoenix,AZ,Tucson,AZ,192,384,2,110,01/10/1996,2753549,766853,33.43429947,-112.012001,32.11610031,-110.9410019
AEX,EWR,Alexandria,LA,Newark,NJ,21,148,1,1211,01/05/2007,152717,18901167,31.32740021,-92.54979706,40.69250107,-74.16870117
BOS,TPA,Boston,MA,Tampa,FL,0,173,1,1185,01/01/2009,9177360,2747272,42.36429977,-71.00520325,27.97550011,-82.53320313
IND,ORD,Indianapolis,IN,Chicago,IL,1150,1600,32,177,01/08/2007,1697656,18903872,39.7173,-86.294403,41.97859955,-87.90480042
BDL,BOS,Hartford,CT,Boston,MA,84,140,1,91,01/04/1999,1113800,8550938,41.93889999,-72.68319702,42.36429977,-71.00520325
GRB,ORD,Green Bay,WI,Chicago,IL,642,924,21,174,01/04/2009,304783,19161134,44.48509979,-88.12960052,41.97859955,-87.90480042
PNS,IAH,Pensacola,FL,Houston,TX,201,390,3,489,01/04/1991,351715,3888584,30.47340012,-87.18659973,29.9843998,-95.34140015
CLT,EWR,Charlotte,NC,Newark,NJ,0,0,2,528,01/12/2005,1519448,18798114,35.2140007,-80.94309998,40.69250107,-74.16870117
MEM,DTW,Memphis,TN,Detroit,MI,8902,10750,86,610,01/10/2008,1298529,8847562,35.04240036,-89.97669983,42.21239853,-83.35340118
MCO,ATL,Orlando,FL,Atlanta,GA,738,1900,19,403,01/11/1992,1303224,3245141,28.42939949,-81.30899811,33.63669968,-84.42810059
MSP,RNO,Minneapolis,MN,Reno,NV,2249,4650,31,1406,01/10/1998,2830434,315959,44.88199997,-93.22180176,39.49909973,-119.7679977
PIT,BUF,Pittsburgh,PA,Buffalo,NY,0,120,1,186,01/09/2008,2355391,1124055,40.49150085,-80.23290253,42.94049835,-78.73220062
CVG,DAY,Cincinnati,OH,Dayton,OH,19,142,1,64,01/04/1991,1870265,850946,39.04880142,-84.6678009,39.90240097,-84.2193985
BWI,DAY,Baltimore,MD,Dayton,OH,0,0,2,406,01/03/2005,2649586,843575,39.17539978,-76.66829681,39.90240097,-84.2193985
SEA,BZN,Seattle,WA,Bozeman,MT,3139,4485,65,543,01/01/2001,6188760,70196,47.44900131,-122.3089981,45.77750015,-111.1529999
ROC,ORD,Rochester,NY,Chicago,IL,2810,5723,59,528,01/11/1999,1018604,17655010,43.1189003,-77.67240143,41.97859955,-87.90480042
DCA,ALB,Washington,DC,Albany,NY,1539,3456,24,318,01/11/2007,10626066,852019,38.8521,-77.037697,42.74829865,-73.80169678
STL,PIA,St. Louis,MO,Peoria,IL,1018,2450,49,137,01/01/2001,2719279,365146,38.74869919,-90.37000275,40.66419983,-89.69329834
LAX,ORD,Los Angeles,CA,Chicago,IL,24755,28700,100,1744,01/06/1998,23895178,17529224,33.94250107,-118.4079971,41.97859955,-87.90480042
TUL,DFW,Tulsa,OK,Dallas,TX,3703,5390,77,237,01/08/2003,876919,11164066,36.19839859,-95.88809967,32.89680099,-97.03800201
OKC,DFW,Oklahoma City,OK,Dallas,TX,254,364,2,175,01/06/2009,1227278,12895230,35.39310074,-97.60070038,32.89680099,-97.03800201
CLT,BOS,Charlotte,NC,Boston,MA,0,0,2,727,01/12/2002,1406699,8918022,35.2140007,-80.94309998,42.36429977,-71.00520325
PBI,ORD,West Palm Beach,FL,Chicago,IL,4790,7585,59,1144,01/01/2004,5362678,18664180,26.68320084,-80.09559631,41.97859955,-87.90480042
SGF,PUB,Springfield,MO,Pueblo,CO,98,100,2,612,01/05/2009,430900,157224,37.24570084,-93.38860321,38.28910065,-104.4970016
LAX,RNO,Los Angeles,CA,Reno,NV,2574,7424,58,390,01/11/1993,23154972,276956,33.94250107,-118.4079971,39.49909973,-119.7679977
SHV,DFW,Shreveport,LA,Dallas,TX,57,124,1,190,01/10/2007,387662,12313304,32.44660187,-93.82559967,32.89680099,-97.03800201
BIL,BZN,Billings,MT,Bozeman,MT,100,100,1,126,01/03/2000,139091,68369,45.80770111,-108.5429993,45.77750015,-111.1529999
BHM,DAL,Birmingham,AL,Dallas,TX,1794,3288,24,587,01/04/2009,1131070,12895230,33.56290054,-86.75350189,32.8470993,-96.85179901
SFO,TUL,San Francisco,CA,Tulsa,OK,114,134,1,1465,01/01/1995,7704224,798686,37.61899948,-122.375,36.19839859,-95.88809967
BNA,ORD,Nashville,TN,Chicago,IL,3061,5400,45,409,01/09/2000,1317580,18235464,36.12450027,-86.67819977,41.97859955,-87.90480042
JFK,ORD,New York,NY,Chicago,IL,212,426,3,740,01/04/1999,34863448,17655010,40.63980103,-73.77890015,41.97859955,-87.90480042
CVG,DFW,Cincinnati,OH,Dallas,TX,2709,3424,32,812,01/12/1995,1935662,8787062,39.04880142,-84.6678009,32.89680099,-97.03800201
ATL,ORD,Atlanta,GA,Chicago,IL,4843,6726,57,606,01/07/1992,3245141,16720340,33.63669968,-84.42810059,41.97859955,-87.90480042
FWA,TOL,Fort Wayne,IN,Toledo,OH,1797,3725,25,84,01/12/1997,368555,651165,40.97850037,-85.19509888,41.58679962,-83.80780029
JAC,CPR,Jackson,WY,Casper,WY,0,0,24,221,01/03/2009,30047,74508,43.6072998,-110.737999,42.90800095,-106.4639969
DFW,ORD,Dallas,TX,Chicago,IL,0,0,11,802,01/06/2005,11632814,18724160,32.89680099,-97.03800201,41.97859955,-87.90480042
AGS,ATL,Augusta,GA,Atlanta,GA,9862,20836,148,143,01/03/1995,473422,3548667,33.36989975,-81.96450043,33.63669968,-84.42810059
SAN,ELP,San Diego,CA,El Paso,TX,3314,3562,26,636,01/07/2003,2926814,694672,32.73360062,-117.1900024,31.80719948,-106.3779984
MSY,PIA,New Orleans,LA,Peoria,IL,0,0,2,736,01/02/2005,1313460,367334,29.99340057,-90.25800323,40.66419983,-89.69329834
ORD,BOS,Chicago,IL,Boston,MA,2133,5456,31,867,01/05/2002,18490270,8918022,41.97859955,-87.90480042,42.36429977,-71.00520325
DTW,BOS,Detroit,MI,Boston,MA,1006,1870,17,632,01/11/2001,8958464,8886620,42.21239853,-83.35340118,42.36429977,-71.00520325
PHL,ERI,Philadelphia,PA,Erie,PA,2807,4950,99,300,01/12/2004,11645752,279790,39.87189865,-75.2410965,42.08312701,-80.17386675
ILE,ACT,Killeen,TX,Waco,TX,516,1590,53,45,01/11/1995,307544,198780,31.1171,-97.7278,31.61129951,-97.23049927
GRR,TOL,Grand Rapids,MI,Toledo,OH,25,101,1,125,01/11/1996,699551,650576,42.88079834,-85.52279663,41.58679962,-83.80780029
MSP,TUS,Minneapolis,MN,Tucson,AZ,1580,1776,12,1298,01/01/2008,3237612,1009832,44.88199997,-93.22180176,32.11610031,-110.9410019
BHM,DAL,Birmingham,AL,Dallas,TX,236,244,2,587,01/05/2007,1112838,12313304,33.56290054,-86.75350189,32.8470993,-96.85179901
JAN,MDW,Jackson,MS,Chicago,IL,2070,4658,34,666,01/02/2000,498252,18235464,32.31119919,-90.07589722,41.7859993,-87.75240326
TPA,DFW,Tampa,FL,Dallas,TX,23,204,1,929,01/03/1994,2154044,8613622,27.97550011,-82.53320313,32.89680099,-97.03800201
OGG,DFW,Kahului,HI,Dallas,TX,5203,6523,31,3711,01/09/2003,134742,11164066,20.89859962,-156.4299927,32.89680099,-97.03800201
PVD,BOS,Providence,RI,Boston,MA,3,9,1,49,01/11/2005,1609677,8917782,41.73260117,-71.42040253,42.36429977,-71.00520325
CVG,DFW,Cincinnati,OH,Dallas,TX,4850,8455,88,812,01/06/1994,1922360,8613622,39.04880142,-84.6678009,32.89680099,-97.03800201
MSP,DLH,Minneapolis,MN,Duluth,MN,2714,4347,63,144,01/07/2003,3078253,275582,44.88199997,-93.22180176,46.84209824,-92.19360352
