S.no,Report_Month,Customer_Segment,Product_Type,Total_Revenue,Expected_Provision_Rate,Calculated_Provision_Amount,Net_Revenue,report_date_clean,,,
304,2024-05,SMB,Service_A,6738.63,0.02,134.77,6603.86,01/05/2024,,,
305,2024-03,Enterprise,Service_A,18144.67,0.01,108.87,18035.8,01/03/2024,,,
306,2024-10,SMB,AddOn_D,9281.33,0.03,278.44,9002.89,01/10/2024,,,
307,2024-11,Retail,Service_A,1762.5,0.05,86.36,1676.14,01/11/2024,,,
308,2024-07,Enterprise,Product_B,22890.25,0.01,183.12,22707.13,01/07/2024,,,
309,2024-08,Enterprise,Product_B,15714.59,0.01,188.58,15526.01,01/08/2024,,,
310,2024-11,Enterprise,AddOn_D,26432.53,0.01,317.19,26115.34,01/11/2024,,,
311,2024-03,Enterprise,Subscription_C,23024.04,0.01,276.29,22747.75,01/03/2024,,,
312,2024-05,Retail,Product_B,1808.63,0.05,81.39,1727.24,01/05/2024,,,
313,2024-01,SMB,Product_B,12564.7,0.02,213.6,12351.1,01/01/2024,,,
314,2024-03,Retail,Product_B,4356.32,0.05,230.88,4125.44,01/03/2024,,,
315,2024-03,SMB,Product_B,12266.8,0.02,233.07,12033.73,01/03/2024,,,
316,2024-08,Enterprise,Service_A,20311.3,0.02,304.67,20006.63,01/08/2024,,,
317,2024-05,Enterprise,AddOn_D,27758.83,0.01,138.79,27620.04,01/05/2024,,,
318,2024-08,SMB,Product_B,10459.11,0.02,209.18,10249.93,01/08/2024,,,
319,2024-06,Retail,Service_A,3861.84,0.04,154.47,3707.37,01/06/2024,,,
320,2024-01,Enterprise,Service_A,15055.71,0.01,195.72,14859.99,01/01/2024,,,
321,2024-09,SMB,AddOn_D,10281.85,0.03,267.33,10014.52,01/09/2024,,,
322,2024-03,SMB,Product_B,6623.37,0.03,218.57,6404.8,01/03/2024,,,
323,2024-07,SMB,Service_A,6391.76,0.03,210.93,6180.83,01/07/2024,,,
324,2024-10,Enterprise,Subscription_C,17344.78,0.01,173.45,17171.33,01/10/2024,,,
325,2024-08,Retail,Subscription_C,1849.04,0.05,83.21,1765.83,01/08/2024,,,
326,2024-03,Retail,AddOn_D,3224.45,0.05,145.1,3079.35,01/03/2024,,,
327,2024-07,SMB,Service_A,10900.84,0.03,316.12,10584.72,01/07/2024,,,
328,2024-05,SMB,AddOn_D,12157.16,0.02,267.46,11889.7,01/05/2024,,,
329,2024-01,SMB,Service_A,12946,0.03,401.33,12544.67,01/01/2024,,,
330,2024-05,Enterprise,Product_B,15784.54,0.01,126.28,15658.26,01/05/2024,,,
331,2024-11,SMB,Subscription_C,9498.55,0.02,218.47,9280.08,01/11/2024,,,
332,2024-01,Retail,Product_B,4903.8,0.05,245.19,4658.61,01/01/2024,,,
333,2024-07,Retail,AddOn_D,1979.93,0.05,95.04,1884.89,01/07/2024,,,
334,2024-06,Enterprise,Product_B,29396.77,0.01,235.17,29161.6,01/06/2024,,,
335,2024-08,SMB,AddOn_D,9137.83,0.02,210.17,8927.66,01/08/2024,,,
336,2024-05,Enterprise,AddOn_D,17077.5,0.01,136.62,16940.88,01/05/2024,,,
337,2024-08,Enterprise,Product_B,16957.35,0.01,152.62,16804.73,01/08/2024,,,
338,2024-10,Enterprise,Product_B,28516.74,0.01,171.1,28345.64,01/10/2024,,,
339,2024-09,SMB,Service_A,6526.26,0.02,130.53,6395.73,01/09/2024,,,
340,2024-01,SMB,Subscription_C,6578.28,0.03,177.61,6400.67,01/01/2024,,,
341,2024-03,SMB,AddOn_D,9469.3,0.03,265.14,9204.16,01/03/2024,,,
342,2024-07,SMB,AddOn_D,5496.59,0.02,98.94,5397.65,01/07/2024,,,
343,2024-03,SMB,Subscription_C,11529.1,0.02,242.11,11286.99,01/03/2024,,,
344,2024-06,SMB,AddOn_D,10972.33,0.03,362.09,10610.24,01/06/2024,,,
345,2024-01,Enterprise,Product_B,23501.6,0.01,235.02,23266.58,01/01/2024,,,
346,2024-01,Enterprise,Subscription_C,20409.39,0.01,163.28,20246.11,01/01/2024,,,
347,2024-04,Retail,Product_B,3471.09,0.04,152.73,3318.36,01/04/2024,,,
348,2024-07,Retail,Service_A,4204.46,0.05,197.61,4006.85,01/07/2024,,,
349,2024-10,Enterprise,Product_B,18566.21,0.01,92.83,18473.38,01/10/2024,,,
350,2024-01,Retail,Product_B,4046.27,0.04,161.85,3884.42,01/01/2024,,,
351,2024-10,SMB,Service_A,14716.34,0.02,264.89,14451.45,01/10/2024,,,
352,2024-04,SMB,Product_B,8908.38,0.02,195.98,8712.4,01/04/2024,,,
353,2024-03,Enterprise,Product_B,28062.03,0.01,252.56,27809.47,01/03/2024,,,
354,2024-07,Enterprise,AddOn_D,23568.58,0.01,329.96,23238.62,01/07/2024,,,
355,2024-06,Retail,Product_B,2381.79,0.04,100.04,2281.75,01/06/2024,,,
356,2024-10,Retail,Product_B,1456.69,0.04,58.27,1398.42,01/10/2024,,,
357,2024-08,Retail,Product_B,2840.13,0.04,102.24,2737.89,01/08/2024,,,
358,2024-08,Retail,Service_A,4290.34,0.05,214.52,4075.82,01/08/2024,,,
359,2024-10,SMB,Product_B,11046.76,0.02,165.7,10881.06,01/10/2024,,,
360,2024-06,Retail,AddOn_D,1169.98,0.05,58.5,1111.48,01/06/2024,,,
361,2024-07,SMB,Subscription_C,6184.02,0.03,204.07,5979.95,01/07/2024,,,
362,2024-01,Enterprise,AddOn_D,24491.16,0.01,244.91,24246.25,01/01/2024,,,
363,2024-07,Retail,Product_B,4557.02,0.04,164.05,4392.97,01/07/2024,,,
364,2024-09,Enterprise,Service_A,19947.1,0.01,279.26,19667.84,01/09/2024,,,
365,2024-06,Enterprise,Product_B,23864.32,0.01,190.91,23673.41,01/06/2024,,,
366,2024-04,Enterprise,AddOn_D,19815.48,0.01,198.15,19617.33,01/04/2024,,,
367,2024-06,Retail,Service_A,2850.81,0.05,128.29,2722.52,01/06/2024,,,
368,2024-11,SMB,Product_B,11160.33,0.02,212.05,10948.28,01/11/2024,,,
369,2024-08,Enterprise,Subscription_C,24108.92,0.01,289.31,23819.61,01/08/2024,,,
370,2024-03,SMB,Subscription_C,11761.01,0.02,199.94,11561.07,01/03/2024,,,
371,2024-07,Retail,AddOn_D,1518.98,0.05,68.35,1450.63,01/07/2024,,,
372,2024-01,SMB,AddOn_D,13396.82,0.02,214.35,13182.47,01/01/2024,,,
373,2024-03,Enterprise,Service_A,24339.67,0.01,170.38,24169.29,01/03/2024,,,
374,2024-11,SMB,AddOn_D,10699.12,0.02,256.78,10442.34,01/11/2024,,,
375,2024-08,Retail,AddOn_D,4264.85,0.04,179.12,4085.73,01/08/2024,,,
376,2024-08,Enterprise,Service_A,26437.47,0.01,370.12,26067.35,01/08/2024,,,
377,2024-03,SMB,Service_A,12469.03,0.02,299.26,12169.77,01/03/2024,,,
378,2024-08,Enterprise,Subscription_C,17964.54,0.01,107.79,17856.75,01/08/2024,,,
379,2024-11,Retail,Service_A,3860.84,0.05,189.18,3671.66,01/11/2024,,,
380,2024-05,SMB,AddOn_D,8410.21,0.03,235.49,8174.72,01/05/2024,,,
381,2024-10,SMB,AddOn_D,14489.78,0.02,304.29,14185.49,01/10/2024,,,
382,2024-03,Retail,AddOn_D,4436.42,0.04,195.2,4241.22,01/03/2024,,,
383,2024-03,Retail,Service_A,2691.66,0.05,129.2,2562.46,01/03/2024,,,
384,2024-05,Retail,Product_B,1512.86,0.05,68.08,1444.78,01/05/2024,,,
385,2024-03,SMB,AddOn_D,13720.28,0.02,315.57,13404.71,01/03/2024,,,
386,2024-01,Enterprise,Service_A,29668.21,0.01,356.02,29312.19,01/01/2024,,,
387,2024-10,Enterprise,AddOn_D,26538.11,0.01,371.53,26166.58,01/10/2024,,,
388,2024-01,Enterprise,Product_B,17326.67,0.01,103.96,17222.71,01/01/2024,,,
389,2024-03,Retail,Service_A,4779.25,0.05,219.85,4559.4,01/03/2024,,,
390,2024-01,SMB,Service_A,13743.33,0.03,467.27,13276.06,01/01/2024,,,
391,2024-09,Retail,AddOn_D,3577.16,0.04,146.66,3430.5,01/09/2024,,,
392,2024-11,SMB,Product_B,6716.45,0.03,194.78,6521.67,01/11/2024,,,
393,2024-05,Retail,Service_A,2386.69,0.05,112.17,2274.52,01/05/2024,,,
394,2024-09,SMB,AddOn_D,12777.06,0.03,434.42,12342.64,01/09/2024,,,
395,2024-01,Retail,Subscription_C,2347.32,0.04,93.89,2253.43,01/01/2024,,,
396,2024-07,Enterprise,Product_B,25835.71,0.01,180.85,25654.86,01/07/2024,,,
397,2024-08,Enterprise,Subscription_C,25701.92,0.01,257.02,25444.9,01/08/2024,,,
398,2024-07,Enterprise,Subscription_C,26348.35,0.01,210.79,26137.56,01/07/2024,,,
399,2024-07,SMB,AddOn_D,13164.42,0.02,315.95,12848.47,01/07/2024,,,
400,2024-03,Enterprise,Service_A,15408.36,0.01,215.72,15192.64,01/03/2024,,,
401,2024-03,Enterprise,Product_B,15731.21,0.01,204.51,15526.7,01/03/2024,,,
402,2024-05,Enterprise,Subscription_C,29164.17,0.01,349.97,28814.2,01/05/2024,,,
403,2024-03,SMB,AddOn_D,7805.54,0.02,187.33,7618.21,01/03/2024,,,
404,2024-03,Enterprise,Service_A,28201.3,0.02,423.02,27778.28,01/03/2024,,,
405,2024-04,Enterprise,Service_A,25592.15,0.01,179.15,25413,01/04/2024,,,
406,2024-09,Enterprise,Product_B,21185.05,0.01,275.41,20909.64,01/09/2024,,,
407,2024-01,SMB,Subscription_C,14158.66,0.02,339.81,13818.85,01/01/2024,,,
408,2024-01,Retail,AddOn_D,4250.52,0.05,191.27,4059.25,01/01/2024,,,
409,2024-04,Retail,Service_A,3115.01,0.04,137.06,2977.95,01/04/2024,,,
410,2024-05,Retail,Product_B,1543.09,0.04,60.18,1482.91,01/05/2024,,,
411,2024-01,SMB,AddOn_D,5343.86,0.02,112.22,5231.64,01/01/2024,,,
412,2024-09,Enterprise,Subscription_C,25421.11,0.01,228.79,25192.32,01/09/2024,,,
413,2024-11,Enterprise,Service_A,27409.2,0.01,301.5,27107.7,01/11/2024,,,
414,2024-06,SMB,AddOn_D,6138.73,0.03,159.61,5979.12,01/06/2024,,,
415,2024-07,Retail,AddOn_D,2481.01,0.05,126.53,2354.48,01/07/2024,,,
416,2024-01,Enterprise,Subscription_C,16899.73,0.01,101.4,16798.33,01/01/2024,,,
417,2024-01,Retail,AddOn_D,1252.6,0.04,55.11,1197.49,01/01/2024,,,
418,2024-01,SMB,Product_B,6561.25,0.03,190.28,6370.97,01/01/2024,,,
419,2024-01,Enterprise,Service_A,27033.5,0.01,135.17,26898.33,01/01/2024,,,
420,2024-10,Enterprise,Subscription_C,16116.74,0.01,177.28,15939.46,01/10/2024,,,
421,2024-09,Enterprise,Subscription_C,28102.16,0.01,168.61,27933.55,01/09/2024,,,
422,2024-05,SMB,Product_B,8232.56,0.03,214.05,8018.51,01/05/2024,,,
423,2024-11,Retail,Service_A,3430.18,0.04,137.21,3292.97,01/11/2024,,,
424,2024-04,Enterprise,Service_A,24052.01,0.01,192.42,23859.59,01/04/2024,,,
425,2024-03,Enterprise,Product_B,15639.61,0.01,109.48,15530.13,01/03/2024,,,
426,2024-10,Enterprise,Service_A,16487.67,0.01,148.39,16339.28,01/10/2024,,,
427,2024-03,Retail,AddOn_D,3806,0.05,178.88,3627.12,01/03/2024,,,
428,2024-07,SMB,Product_B,12142.98,0.03,388.58,11754.4,01/07/2024,,,
429,2024-04,SMB,AddOn_D,14757.06,0.03,427.95,14329.11,01/04/2024,,,
430,2024-01,Enterprise,Product_B,29762.48,0.02,446.44,29316.04,01/01/2024,,,
431,2024-09,SMB,Product_B,5875.76,0.02,99.89,5775.87,01/09/2024,,,
432,2024-10,Retail,Subscription_C,2385.84,0.05,128.84,2257,01/10/2024,,,
433,2024-11,Enterprise,Service_A,19596.85,0.01,195.97,19400.88,01/11/2024,,,
434,2024-03,SMB,Subscription_C,11645.37,0.02,209.62,11435.75,01/03/2024,,,
435,2024-03,SMB,AddOn_D,7110.26,0.03,227.53,6882.73,01/03/2024,,,
436,2024-01,Enterprise,Subscription_C,28223.39,0.01,169.34,28054.05,01/01/2024,,,
437,2024-10,Retail,AddOn_D,2085,0.04,79.23,2005.77,01/10/2024,,,
438,2024-09,Retail,AddOn_D,4002.38,0.04,160.1,3842.28,01/09/2024,,,
439,2024-09,Enterprise,Service_A,21840.29,0.01,152.88,21687.41,01/09/2024,,,
440,2024-08,SMB,AddOn_D,7727.07,0.03,200.9,7526.17,01/08/2024,,,
441,2024-08,Retail,Service_A,3019.45,0.05,150.97,2868.48,01/08/2024,,,
442,2024-01,SMB,Service_A,8820.59,0.02,167.59,8653,01/01/2024,,,
443,2024-01,Enterprise,Subscription_C,16971.27,0.01,152.74,16818.53,01/01/2024,,,
444,2024-07,SMB,Subscription_C,6789.09,0.03,176.52,6612.57,01/07/2024,,,
445,2024-10,Retail,AddOn_D,1892.15,0.05,94.61,1797.54,01/10/2024,,,
446,2024-03,Retail,AddOn_D,3650.42,0.05,171.57,3478.85,01/03/2024,,,
447,2024-08,SMB,Product_B,5500.04,0.02,93.5,5406.54,01/08/2024,,,
448,2024-06,SMB,AddOn_D,6570.05,0.02,111.69,6458.36,01/06/2024,,,
449,2024-06,Retail,Product_B,3535.49,0.04,148.49,3387,01/06/2024,,,
450,2024-07,SMB,Product_B,11644.12,0.02,279.46,11364.66,01/07/2024,,,
451,2024-03,Enterprise,Product_B,15756.84,0.01,157.57,15599.27,01/03/2024,,,
452,2024-03,SMB,AddOn_D,6546.14,0.02,104.74,6441.4,01/03/2024,,,
453,2024-07,Retail,Product_B,1215.84,0.05,59.58,1156.26,01/07/2024,,,
454,2024-01,Retail,AddOn_D,1788,0.05,96.55,1691.45,01/01/2024,,,
455,2024-08,Retail,Subscription_C,1387.55,0.04,51.34,1336.21,01/08/2024,,,
456,2024-10,Retail,Product_B,4070.84,0.04,158.76,3912.08,01/10/2024,,,
457,2024-11,Retail,Product_B,3892.7,0.05,186.85,3705.85,01/11/2024,,,
458,2024-01,Enterprise,Service_A,20231.15,0.01,202.31,20028.84,01/01/2024,,,
459,2024-01,Retail,Subscription_C,1766.63,0.05,84.8,1681.83,01/01/2024,,,
460,2024-01,Enterprise,AddOn_D,27055.22,0.01,270.55,26784.67,01/01/2024,,,
461,2024-11,Retail,Subscription_C,4264.15,0.04,174.83,4089.32,01/11/2024,,,
462,2024-01,SMB,AddOn_D,12794.81,0.02,217.51,12577.3,01/01/2024,,,
463,2024-11,SMB,Product_B,9481.42,0.02,170.67,9310.75,01/11/2024,,,
464,2024-04,SMB,Product_B,12218.01,0.03,317.67,11900.34,01/04/2024,,,
465,2024-08,Retail,Service_A,3268.34,0.05,166.69,3101.65,01/08/2024,,,
466,2024-11,Retail,Service_A,4379.64,0.05,236.5,4143.14,01/11/2024,,,
467,2024-01,SMB,AddOn_D,9491.63,0.02,151.87,9339.76,01/01/2024,,,
468,2024-01,SMB,Product_B,11941.03,0.02,179.12,11761.91,01/01/2024,,,
469,2024-09,Retail,Product_B,3374.97,0.05,182.25,3192.72,01/09/2024,,,
470,2024-01,Enterprise,Subscription_C,26993.96,0.01,377.92,26616.04,01/01/2024,,,
471,2024-11,Retail,AddOn_D,4040.07,0.05,206.04,3834.03,01/11/2024,,,
472,2024-04,SMB,Product_B,11471.95,0.03,344.16,11127.79,01/04/2024,,,
473,2024-08,SMB,AddOn_D,7447.09,0.03,215.97,7231.12,01/08/2024,,,
474,2024-07,Enterprise,Service_A,19733.03,0.01,197.33,19535.7,01/07/2024,,,
475,2024-10,Enterprise,Product_B,28615.83,0.01,314.77,28301.06,01/10/2024,,,
476,2024-01,Retail,Product_B,2968.57,0.05,151.4,2817.17,01/01/2024,,,
477,2024-01,Enterprise,AddOn_D,29838.1,0.01,208.87,29629.23,01/01/2024,,,
478,2024-06,Retail,Subscription_C,1943.51,0.04,81.63,1861.88,01/06/2024,,,
479,2024-09,Retail,Subscription_C,2562.7,0.04,92.26,2470.44,01/09/2024,,,
480,2024-06,SMB,Subscription_C,14024.7,0.02,280.49,13744.21,01/06/2024,,,
481,2024-11,Enterprise,Service_A,21874.47,0.01,306.24,21568.23,01/11/2024,,,
482,2024-10,Enterprise,AddOn_D,21733.16,0.01,130.4,21602.76,01/10/2024,,,
483,2024-03,Enterprise,Subscription_C,16436.8,0.01,115.06,16321.74,01/03/2024,,,
484,2024-03,Retail,AddOn_D,2129.09,0.05,110.71,2018.38,01/03/2024,,,
485,2024-01,SMB,Product_B,6700.18,0.03,214.41,6485.77,01/01/2024,,,
486,2024-11,Enterprise,Subscription_C,17564.58,0.01,210.77,17353.81,01/11/2024,,,
487,2024-07,Retail,Subscription_C,2700.49,0.05,126.92,2573.57,01/07/2024,,,
488,2024-11,Enterprise,AddOn_D,22463.65,0.01,224.64,22239.01,01/11/2024,,,
489,2024-09,SMB,AddOn_D,7767.13,0.02,186.41,7580.72,01/09/2024,,,
490,2024-03,SMB,Subscription_C,7280.61,0.02,160.17,7120.44,01/03/2024,,,
491,2024-07,SMB,Service_A,11987.07,0.02,251.73,11735.34,01/07/2024,,,
492,2024-06,Enterprise,Subscription_C,21005.31,0.01,252.06,20753.25,01/06/2024,,,
493,2024-04,Retail,Product_B,4805.76,0.05,254.71,4551.05,01/04/2024,,,
494,2024-10,Retail,AddOn_D,3109.36,0.05,146.14,2963.22,01/10/2024,,,
495,2024-03,Retail,AddOn_D,3871.93,0.04,162.62,3709.31,01/03/2024,,,
496,2024-01,SMB,Service_A,5083.34,0.02,91.5,4991.84,01/01/2024,,,
497,2024-07,SMB,AddOn_D,6365.07,0.02,101.84,6263.23,01/07/2024,,,
498,2024-05,Enterprise,Product_B,23527.59,0.01,164.69,23362.9,01/05/2024,,,
499,2024-10,Retail,Product_B,3890.89,0.04,171.2,3719.69,01/10/2024,,,
500,2024-06,Enterprise,Subscription_C,22870.14,0.01,274.44,22595.7,01/06/2024,,,
501,2024-11,SMB,Service_A,13305.14,0.02,306.02,12999.12,01/11/2024,,,
502,2024-07,Retail,Product_B,2543.9,0.04,96.67,2447.23,01/07/2024,,,
503,2024-05,Retail,Service_A,3781.84,0.05,173.96,3607.88,01/05/2024,,,
504,2024-05,Enterprise,Service_A,20042.18,0.01,240.51,19801.67,01/05/2024,,,
505,2024-05,SMB,Product_B,14106.43,0.02,225.7,13880.73,01/05/2024,,,
506,2024-01,Retail,Product_B,4820.09,0.04,207.26,4612.83,01/01/2024,,,
507,2024-05,SMB,AddOn_D,12337.57,0.02,296.1,12041.47,01/05/2024,,,
508,2024-08,Enterprise,Subscription_C,23877.83,0.01,167.14,23710.69,01/08/2024,,,
509,2024-11,Enterprise,Subscription_C,25735.03,0.01,231.62,25503.41,01/11/2024,,,
510,2024-10,SMB,Product_B,11151.28,0.03,289.93,10861.35,01/10/2024,,,
511,2024-06,Enterprise,AddOn_D,18760.16,0.01,206.36,18553.8,01/06/2024,,,
512,2024-08,Retail,Product_B,1869.14,0.05,89.72,1779.42,01/08/2024,,,
513,2024-09,Retail,AddOn_D,4409.04,0.04,176.36,4232.68,01/09/2024,,,
514,2024-07,Retail,Service_A,3569.19,0.04,142.77,3426.42,01/07/2024,,,
515,2024-07,Enterprise,AddOn_D,18369.16,0.01,238.8,18130.36,01/07/2024,,,
516,2024-07,Retail,Subscription_C,1356.62,0.04,54.26,1302.36,01/07/2024,,,
517,2024-04,Enterprise,Product_B,18940.74,0.01,265.17,18675.57,01/04/2024,,,
518,2024-08,Retail,AddOn_D,2839.57,0.04,113.58,2725.99,01/08/2024,,,
519,2024-01,Enterprise,Product_B,20117.64,0.02,301.76,19815.88,01/01/2024,,,
520,2024-04,SMB,Service_A,6253.62,0.03,181.35,6072.27,01/04/2024,,,
521,2024-01,Enterprise,Subscription_C,28342.65,0.01,340.11,28002.54,01/01/2024,,,
522,2024-05,Enterprise,Subscription_C,18312.45,0.01,256.37,18056.08,01/05/2024,,,
523,2024-05,SMB,AddOn_D,9201.06,0.03,266.83,8934.23,01/05/2024,,,
524,2024-04,Retail,Subscription_C,1026.68,0.05,47.23,979.45,01/04/2024,,,
525,2024-09,SMB,Product_B,5723.59,0.02,131.64,5591.95,01/09/2024,,,
526,2024-11,SMB,Subscription_C,14392.25,0.02,215.88,14176.37,01/11/2024,,,
527,2024-03,Retail,AddOn_D,1624.39,0.04,68.22,1556.17,01/03/2024,,,
528,2024-06,Enterprise,Subscription_C,24342.14,0.01,292.11,24050.03,01/06/2024,,,
529,2024-05,Enterprise,AddOn_D,21436.84,0.01,107.18,21329.66,01/05/2024,,,
530,2024-01,Enterprise,AddOn_D,23215.53,0.01,301.8,22913.73,01/01/2024,,,
531,2024-06,SMB,Product_B,9569.61,0.02,181.82,9387.79,01/06/2024,,,
532,2024-08,SMB,Service_A,7272.98,0.02,123.64,7149.34,01/08/2024,,,
533,2024-03,Enterprise,AddOn_D,15812.14,0.01,158.12,15654.02,01/03/2024,,,
534,2024-07,Enterprise,Subscription_C,20403.62,0.01,102.02,20301.6,01/07/2024,,,
535,2024-03,Enterprise,Product_B,18971.8,0.01,94.86,18876.94,01/03/2024,,,
536,2024-05,Retail,AddOn_D,3596.75,0.05,172.64,3424.11,01/05/2024,,,
537,2024-08,SMB,Product_B,9876.33,0.02,167.9,9708.43,01/08/2024,,,
538,2024-06,Retail,Service_A,2622.86,0.05,133.77,2489.09,01/06/2024,,,
539,2024-03,Retail,Subscription_C,3392.96,0.05,166.26,3226.7,01/03/2024,,,
540,2024-10,SMB,AddOn_D,5015.34,0.03,140.43,4874.91,01/10/2024,,,
541,2024-04,Enterprise,Service_A,29533.38,0.02,443,29090.38,01/04/2024,,,
542,2024-11,Retail,Service_A,4991.23,0.05,244.57,4746.66,01/11/2024,,,
543,2024-05,SMB,AddOn_D,7192.27,0.02,151.04,7041.23,01/05/2024,,,
544,2024-03,Retail,Subscription_C,2942.97,0.05,158.92,2784.05,01/03/2024,,,
545,2024-03,Enterprise,Service_A,16079.09,0.01,225.11,15853.98,01/03/2024,,,
546,2024-05,SMB,AddOn_D,7577.85,0.02,174.29,7403.56,01/05/2024,,,
547,2024-03,Retail,Service_A,4348.82,0.04,169.6,4179.22,01/03/2024,,,
548,2024-11,Enterprise,AddOn_D,25268.5,0.01,328.49,24940.01,01/11/2024,,,
549,2024-03,Retail,Subscription_C,3989.95,0.05,199.5,3790.45,01/03/2024,,,
550,2024-10,Retail,Service_A,2640.19,0.06,145.21,2494.98,01/10/2024,,,
551,2024-09,Retail,Product_B,1806.17,0.05,97.53,1708.64,01/09/2024,,,
552,2024-05,SMB,Product_B,9872.8,0.03,286.31,9586.49,01/05/2024,,,
553,2024-05,Retail,Product_B,2661.57,0.05,119.77,2541.8,01/05/2024,,,
554,2024-03,SMB,Service_A,11780.01,0.03,306.28,11473.73,01/03/2024,,,
555,2024-01,SMB,Service_A,13910.4,0.03,472.95,13437.45,01/01/2024,,,
556,2024-01,SMB,Service_A,5953.97,0.02,89.31,5864.66,01/01/2024,,,
557,2024-01,Retail,Product_B,1217.64,0.04,43.84,1173.8,01/01/2024,,,
558,2024-04,Enterprise,AddOn_D,20384.65,0.01,285.39,20099.26,01/04/2024,,,
559,2024-04,Retail,Product_B,3427.91,0.04,130.26,3297.65,01/04/2024,,,
560,2024-08,Retail,AddOn_D,3203.85,0.05,169.8,3034.05,01/08/2024,,,
561,2024-07,Enterprise,Product_B,23409.22,0.01,280.91,23128.31,01/07/2024,,,
562,2024-10,Retail,Product_B,1024.33,0.05,55.31,969.02,01/10/2024,,,
563,2024-06,Retail,Subscription_C,2673.35,0.04,114.95,2558.4,01/06/2024,,,
564,2024-03,Enterprise,Service_A,24138.19,0.01,193.11,23945.08,01/03/2024,,,
565,2024-01,Enterprise,Service_A,17461.54,0.01,139.69,17321.85,01/01/2024,,,
566,2024-09,Retail,Product_B,2851.46,0.05,134.02,2717.44,01/09/2024,,,
567,2024-06,Enterprise,Subscription_C,26718.06,0.01,374.05,26344.01,01/06/2024,,,
568,2024-11,SMB,Service_A,13544.24,0.02,257.34,13286.9,01/11/2024,,,
569,2024-09,Retail,Product_B,3724.08,0.05,193.65,3530.43,01/09/2024,,,
570,2024-10,Enterprise,Subscription_C,21774.46,0.01,217.74,21556.72,01/10/2024,,,
571,2024-01,Retail,Service_A,4340.3,0.06,238.72,4101.58,01/01/2024,,,
572,2024-03,Retail,Product_B,4738.78,0.04,194.29,4544.49,01/03/2024,,,
573,2024-06,Retail,Subscription_C,2233.35,0.04,89.33,2144.02,01/06/2024,,,
574,2024-03,SMB,AddOn_D,12171.95,0.03,413.85,11758.1,01/03/2024,,,
575,2024-04,SMB,Subscription_C,9774.31,0.02,146.61,9627.7,01/04/2024,,,
576,2024-07,Retail,Subscription_C,3937.91,0.05,177.21,3760.7,01/07/2024,,,
577,2024-03,SMB,Service_A,8086.52,0.03,258.77,7827.75,01/03/2024,,,
578,2024-01,Retail,Subscription_C,4872.66,0.05,229.02,4643.64,01/01/2024,,,
579,2024-01,Enterprise,Subscription_C,16482.73,0.01,230.76,16251.97,01/01/2024,,,
580,2024-09,SMB,Subscription_C,12593,0.03,352.6,12240.4,01/09/2024,,,
581,2024-10,SMB,Service_A,7857.22,0.02,180.72,7676.5,01/10/2024,,,
582,2024-07,Retail,Product_B,4296.48,0.04,184.75,4111.73,01/07/2024,,,
583,2024-01,SMB,AddOn_D,13534.33,0.02,311.29,13223.04,01/01/2024,,,
584,2024-11,Enterprise,Service_A,27518.25,0.01,247.66,27270.59,01/11/2024,,,
585,2024-11,SMB,AddOn_D,13626.4,0.02,231.65,13394.75,01/11/2024,,,
586,2024-01,Retail,Product_B,3194.73,0.05,153.35,3041.38,01/01/2024,,,
587,2024-03,Enterprise,Service_A,24825.91,0.01,347.56,24478.35,01/03/2024,,,
588,2024-07,SMB,AddOn_D,13558.74,0.02,257.62,13301.12,01/07/2024,,,
589,2024-07,Enterprise,Subscription_C,21635.45,0.01,129.81,21505.64,01/07/2024,,,
590,2024-05,Retail,Product_B,1839.9,0.05,99.35,1740.55,01/05/2024,,,
591,2024-11,Enterprise,Subscription_C,27434.08,0.02,411.51,27022.57,01/11/2024,,,
592,2024-06,SMB,Product_B,11660.63,0.02,256.53,11404.1,01/06/2024,,,
593,2024-04,Enterprise,Product_B,24528.31,0.01,318.87,24209.44,01/04/2024,,,
594,2024-03,Enterprise,AddOn_D,25665.99,0.01,307.99,25358,01/03/2024,,,
595,2024-03,Enterprise,Subscription_C,24441.19,0.01,195.53,24245.66,01/03/2024,,,
596,2024-07,Enterprise,Service_A,27211.92,0.01,244.91,26967.01,01/07/2024,,,
597,2024-03,Enterprise,Product_B,27523.3,0.02,412.85,27110.45,01/03/2024,,,
598,2024-07,Retail,Product_B,4153.33,0.05,203.51,3949.82,01/07/2024,,,
599,2024-08,Retail,Subscription_C,4444.62,0.04,160.01,4284.61,01/08/2024,,,
600,2024-11,SMB,Product_B,13945.54,0.02,306.8,13638.74,01/11/2024,,,
601,2024-10,Enterprise,Subscription_C,20338.51,0.01,203.39,20135.12,01/10/2024,,,
602,2024-08,SMB,AddOn_D,14619.49,0.03,409.35,14210.14,01/08/2024,,,
603,2024-03,Enterprise,AddOn_D,15950.76,0.01,207.36,15743.4,01/03/2024,,,
604,2024-01,Retail,AddOn_D,3494.13,0.04,122.29,3371.84,01/01/2024,,,
605,2024-09,Enterprise,AddOn_D,22869.52,0.01,274.43,22595.09,01/09/2024,,,
606,2024-01,SMB,Product_B,14419.93,0.02,331.66,14088.27,01/01/2024,,,
607,2024-04,Retail,Service_A,4966.3,0.04,178.79,4787.51,01/04/2024,,,
608,2024-08,SMB,AddOn_D,12812.23,0.02,269.06,12543.17,01/08/2024,,,
